"CrewID","EventID","Event Identity","Event Override Name","Division Assigned","Submitting Club Index","Submitting Club","Crew Name","Composite","CompositeCode","CrewLetter","CompetitionNotes","Position In Event","Raw Time","Time","Status","Rowing CRI","Rowing CRI Max","Sculling CRI","Sculling CRI Max","Baseline Rowing CRI","Baseline Rowing CRI Max","Baseline Sculling CRI","Baseline Sculling CRI Max",
"1028568","118797","Sch/Jun.1x","Op Sch/Jun 1x","","MAV","Maidstone Invicta Rowing Club","MAV-PEEL","N","","","","","","","","42","111","60","60","42","111","60","60",
"1028681","118797","Sch/Jun.1x","Op Sch/Jun 1x","","TSS","Tideway Scullers School","TSS-MUMMERY","N","","","","","","","","0","0","115","115","0","0","115","115",
"1029016","118797","Sch/Jun.1x","Op Sch/Jun 1x","","HOL","Hollingworth Lake Rowing Club","HOL-SWITHENBANK","N","","","","","","","","1","8","539","539","1","8","539","539",
"1029081","118797","Sch/Jun.1x","Op Sch/Jun 1x","","SHP","Shiplake College Boat Club","SHP-NEWTON","N","","","","","","","","537","537","232","232","537","537","232","232",
"1029205","118797","Sch/Jun.1x","Op Sch/Jun 1x","","SHP","Shiplake College Boat Club","SHP-HOLBROUGH","N","","","","","","","","240","275","398","398","240","275","398","398",
"1029634","118797","Sch/Jun.1x","Op Sch/Jun 1x","","KCA","Kings School Canterbury, The, Boat Club","KCA-EDGAR,","N","","A","","","","","","142","142","259","259","142","142","259","259",
"1029642","118797","Sch/Jun.1x","Op Sch/Jun 1x","","BAE","Barn Elms Rowing Club","BAE-POULSON","N","","","","","","","","0","0","41","66","0","0","41","66",
"1029737","118797","Sch/Jun.1x","Op Sch/Jun 1x","","HEN","Henley Rowing Club","HEN-REID","N","","","","","","","","0","0","256","256","0","0","256","256",
"1029791","118797","Sch/Jun.1x","Op Sch/Jun 1x","","WBS","Windsor Boys School, The, Boat Club","WBS-ELLERY","N","","A","","","","","","10","76","752","752","10","76","752","752",
"1028515","118793","U23.1x","Op U23 1x","","MBC","Molesey Boat Club","MBC-COWLEY","N","","","","","","","","301","301","421","421","301","301","421","421",
"1028679","118793","U23.1x","Op U23 1x","","GRF","Greenbank Falmouth Rowing Club","GRF-WILKINSON","N","","","","","","","","171","228","128","512","171","228","128","512",
"1028717","118793","U23.1x","Op U23 1x","","TSS","Tideway Scullers School","TSS-KEECH","N","","","","","","","","179","716","455","455","179","716","455","455",
"1028957","118793","U23.1x","Op U23 1x","","TRC","Thames Rowing Club","TRC-YOUELL","N","","","","","","","","534","534","97","388","534","534","97","388",
"1029123","118793","U23.1x","Op U23 1x","","UES","Essex, University of, Rowing Club","UES-ZULFIKARPASIC","N","","B","","","","","","0","0","0","0","0","0","0","0",
"1029712","118793","U23.1x","Op U23 1x","","CFU","Cardiff University Boat Club","CFU-BANNISTER","N","","","","","","","","72","288","100","114","72","288","100","114",
"1029734","118793","U23.1x","Op U23 1x","","IMP","Imperial College Boat Club","IMP-BENTLEY","N","","","","","","","","751","751","0","0","751","751","0","0",
"1029735","118793","U23.1x","Op U23 1x","","IMP","Imperial College Boat Club","IMP-HEATON","N","","","","","","","","774","774","213","568","774","774","213","568",
"1029736","118793","U23.1x","Op U23 1x","","IMP","Imperial College Boat Club","IMP-WOODS","N","","","","","","","","1003","1003","137","364","1003","1003","137","364",
"1029747","118793","U23.1x","Op U23 1x","","IMP","Imperial College Boat Club","IMP-KINNIER WILSON","N","","","","","","","","567","567","96","191","567","567","96","191",
"1029748","118793","U23.1x","Op U23 1x","","IMP","Imperial College Boat Club","IMP-KAHOL DE JONG","N","","","","","","","","0","0","0","0","0","0","0","0",
"1029752","118793","U23.1x","Op U23 1x","","NRC","Nottingham Rowing Club","NRC-RYMELL","N","","","","","","","","137","183","155","310","137","183","155","310",
"1029755","118793","U23.1x","Op U23 1x","","NRC","Nottingham Rowing Club","NRC-DOLEMAN","N","","","","","","","","138","138","219","219","138","138","219","219",
"1029784","118793","U23.1x","Op U23 1x","","CHB","Christ Church Boat Club","CHB-MERTON","N","","","","","","","","125","333","0","0","125","333","0","0",
"1029796","118793","U23.1x","Op U23 1x","","UYO","York, University of, Boat Club","UYO-NESOM","N","","","","","","","","44","71","0","0","44","71","0","0",
"1026881","118794","W.1x","W 1x","","TSS","Tideway Scullers School","Terry","N","","","","","","","","760","760","0","0","760","760","0","0",
"1027012","118794","W.1x","W 1x","","TSS","Tideway Scullers School","TSS-RAWLINS","N","","","","","","","","277","1108","373","373","277","1108","373","373",
"1027081","118794","W.1x","W 1x","","TSS","Tideway Scullers School","TSS-REISER","N","","","","","","","","638","638","354","405","638","638","354","405",
"1027260","118794","W.1x","W 1x","","AKN","Auriol Kensington Rowing Club","AKN-CANN","N","","","","","","","","7","26","67","179","7","26","67","179",
"1027618","118794","W.1x","W 1x","","AKN","Auriol Kensington Rowing Club","AKN-HITCHENS","N","","","","","","","","596","596","73","117","596","596","73","117",
"1027664","118794","W.1x","W 1x","","CAB","Cantabrigian Rowing Club","CAB-HENDY","N","","","","","","","","29","115","17","23","29","115","17","23",
"1027723","118794","W.1x","W 1x","","TYN","Tyne Amateur Rowing Club","TYN-CLACK","N","","","","","","","","223","255","163","218","223","255","163","218",
"1027820","118794","W.1x","W 1x","","PHS","Putney High School Rowing Club","PHS-BANTICK","N","","","","","","","","70","70","16","26","70","70","16","26",
"1027821","118794","W.1x","W 1x","","PHS","Putney High School Rowing Club","PHS-GRADIDGE","N","","","","","","","","226","226","12","24","226","226","12","24",
"1027823","118794","W.1x","W 1x","","PHS","Putney High School Rowing Club","PHS-HEAD","N","","","","","","","","35","35","29","29","35","35","29","29",
"1027828","118794","W.1x","W 1x","","PHS","Putney High School Rowing Club","PHS-THOMAS","N","","","","","","","","16","31","34","46","16","31","34","46",
"1028060","118794","W.1x","W 1x","","TRC","Thames Rowing Club","TRC-JACKSON","N","","","","","","","","476","544","409","409","476","544","409","409",
"1028140","118794","W.1x","W 1x","","SRC","Sudbury Rowing Club","SRC-TITTERINGTON","N","","","","","","","","65","104","180","180","65","104","180","180",
"1028228","118794","W.1x","W 1x","","IPS","Ipswich Rowing Club","IPS-GOODCHILD","N","","","","","","","","0","0","121","323","0","0","121","323",
"1028240","118794","W.1x","W 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-DADLANI","N","","","","","","","","17","34","0","0","17","34","0","0",
"1028417","118794","W.1x","W 1x","","EXE","Exeter Rowing Club Ltd","EXE-JUKES","N","","","","","","","","0","0","7","28","0","0","7","28",
"1028433","118794","W.1x","W 1x","","VRC","Vesta Rowing Club","VRC-LENNOX","N","","","","","","","","222","222","148","148","222","222","148","148",
"1028513","118794","W.1x","W 1x","","MBC","Molesey Boat Club","MBC-MCDONALD","N","","","","","","","","620","827","214","570","620","827","214","570",
"1028958","118794","W.1x","W 1x","","TRC","Thames Rowing Club","TRC-WHITTAKER","N","","","","","","","","13","52","289","386","13","52","289","386",
"1029047","118794","W.1x","W 1x","","WAD","Wadham College Boat Club","WAD-HALL","N","","","","","","","","0","0","349","349","0","0","349","349",
"1029201","118794","W.1x","W 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-PUGH","N","","","","","","","","53","212","46","62","53","212","46","62",
"1029299","118794","W.1x","W 1x","","WBK","Walbrook Rowing Club","WBK-GALLAGHER","N","","","","","","","","0","0","274","274","0","0","274","274",
"1029308","118794","W.1x","W 1x","","GTM","Green Templeton Boat Club","GTM-BROLIH","N","","","","","","","","129","148","0","0","129","148","0","0",
"1029630","118794","W.1x","W 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-ENGELSMAN","N","","","","","","","","58","155","160","214","58","155","160","214",
"1029635","118794","W.1x","W 1x","","WRC","Wallingford Rowing Club","WRC-DUFF","N","","","","","","","","260","347","88","704","260","347","88","704",
"1029636","118794","W.1x","W 1x","","WRC","Wallingford Rowing Club","WRC-PANAGOULIA","N","","","","","","","","0","0","19","30","0","0","19","30",
"1029657","118794","W.1x","W 1x","","VRC","Vesta Rowing Club","VRC-LARKIN","N","","","","","","","","390","390","19","150","390","390","19","150",
"1029687","118794","W.1x","W 1x","","LEA","Lea Rowing Club","LEA-FUTORYANOVA","N","","","","","","","","97","129","476","476","97","129","476","476",
"1029692","118794","W.1x","W 1x","","VRC","Vesta Rowing Club","VRC-WOOD-2","N","","","","","","","","201","201","114","228","201","201","114","228",
"1029693","118794","W.1x","W 1x","","VRC","Vesta Rowing Club","VRC-MCKELLAR","N","","","","","","","","321","321","25","198","321","321","25","198",
"1029694","118794","W.1x","W 1x","","VRC","Vesta Rowing Club","VRC-HALSTED","N","","","","","","","","71","142","12","32","71","142","12","32",
"1029708","118794","W.1x","W 1x","","PTR","Putney Town Rowing Club","PTR-BOWDEN","N","","","","","","","","218","436","37","296","218","436","37","296",
"1029709","118794","W.1x","W 1x","","PTR","Putney Town Rowing Club","PTR-GOWAN","N","","","","","","","","260","260","37","296","260","260","37","296",
"1029728","118794","W.1x","W 1x","","VRC","Vesta Rowing Club","VRC-ADAMS","N","","","","","","","","0","0","19","25","0","0","19","25",
"1029765","118794","W.1x","W 1x","","MAR","Marlow Rowing Club","MAR-WEATHERALL","N","","","","","","","","18","70","95","151","18","70","95","151",
"1027256","118802","W.J16.1x","W J16 1x","","SPG","St Pauls Girls School Boat Club","SPG-STUART-SMITH","N","","","","","","","","0","0","28","75","0","0","28","75",
"1027464","118802","W.J16.1x","W J16 1x","","TSS","Tideway Scullers School","TSS-LACK","N","","","","","","","","148","592","292","292","148","592","292","292",
"1027465","118802","W.J16.1x","W J16 1x","","TSS","Tideway Scullers School","TSS-MAVRA","N","","","","","","","","92","148","260","260","92","148","260","260",
"1027526","118802","W.J16.1x","W J16 1x","","GLB","Globe Rowing Club","GLB-RICHARDS","N","","A","","","","","","0","0","19","26","0","0","19","26",
"1027647","118802","W.J16.1x","W J16 1x","","SPG","St Pauls Girls School Boat Club","SPG-HUMPHRIS","N","","","","","","","","5","20","10","40","5","20","10","40",
"1027824","118802","W.J16.1x","W J16 1x","","PHS","Putney High School Rowing Club","PHS-BRIDGES","N","","","","","","","","34","46","154","154","34","46","154","154",
"1027825","118802","W.J16.1x","W J16 1x","","PHS","Putney High School Rowing Club","PHS-WICKHA","N","","","","","","","","27","36","63","63","27","36","63","63",
"1027826","118802","W.J16.1x","W J16 1x","","PHS","Putney High School Rowing Club","PHS-FRANCIS","N","","","","","","","","36","42","141","141","36","42","141","141",
"1027827","118802","W.J16.1x","W J16 1x","","PHS","Putney High School Rowing Club","PHS-DE GROOT","N","","","","","","","","35","40","29","58","35","40","29","58",
"1029113","118802","W.J16.1x","W J16 1x","","TSS","Tideway Scullers School","TSS-WHITE","N","","","","","","","","14","56","231","231","14","56","231","231",
"1029259","118802","W.J16.1x","W J16 1x","","ARC","Ardingly College Boat Club","ARC-WARREN","N","","","","","","","","0","0","131","131","0","0","131","131",
"1029587","118802","W.J16.1x","W J16 1x","","SPG","St Pauls Girls School Boat Club","SPG-PACE","N","","","","","","","","4","32","5","20","4","32","5","20",
"1029654","118802","W.J16.1x","W J16 1x","","MAV","Maidstone Invicta Rowing Club","MAV-PARSLER","N","","","","","","","","36","142","52","52","36","142","52","52",
"1027255","118801","W.J17.1x","W J17 1x","","SPG","St Pauls Girls School Boat Club","SPG-NOADES","N","","","","","","","","45","90","137","274","45","90","137","274",
"1027257","118801","W.J17.1x","W J17 1x","","SPG","St Pauls Girls School Boat Club","SPG-STRONG","N","","","","","","","","147","147","96","128","147","147","96","128",
"1027462","118801","W.J17.1x","W J17 1x","","TSS","Tideway Scullers School","TSS-O'KEEFFE","N","","","","","","","","0","0","126","504","0","0","126","504",
"1027702","118801","W.J17.1x","W J17 1x","","ETX","Eton Excelsior Rowing Club","ETX-DONALDSON","N","","","","","","","","0","0","228","228","0","0","228","228",
"1027817","118801","W.J17.1x","W J17 1x","","PHS","Putney High School Rowing Club","PHS-MILES","N","","","","","","","","278","278","108","216","278","278","108","216",
"1027818","118801","W.J17.1x","W J17 1x","","PHS","Putney High School Rowing Club","PHS-ZEDDA JAMES","N","","","","","","","","247","247","98","157","247","247","98","157",
"1027819","118801","W.J17.1x","W J17 1x","","PHS","Putney High School Rowing Club","PHS-MOORE","N","","","","","","","","268","268","29","33","268","268","29","33",
"1027822","118801","W.J17.1x","W J17 1x","","PHS","Putney High School Rowing Club","PHS-MAINI","N","","","","","","","","224","224","42","83","224","224","42","83",
"1028560","118801","W.J17.1x","W J17 1x","","SRC","Sudbury Rowing Club","SRC-MOULE","N","","","","","","","","61","98","71","71","61","98","71","71",
"1029155","118801","W.J17.1x","W J17 1x","","WLT","Walton Rowing Club","WLT-STENNING","N","","","","","","","","26","208","313","313","26","208","313","313",
"1029644","118801","W.J17.1x","W J17 1x","","WLT","Walton Rowing Club","WLT-POOLE-2","N","","","","","","","","66","264","195","195","66","264","195","195",
"1029653","118801","W.J17.1x","W J17 1x","","MAV","Maidstone Invicta Rowing Club","MAV-MACMAHON","N","","","","","","","","69","110","67","67","69","110","67","67",
"1029703","118801","W.J17.1x","W J17 1x","","MAV","Maidstone Invicta Rowing Club","MAV-MILEHAM","N","","","","","","","","66","176","66","66","66","176","66","66",
"1026885","118795","W.Lwt.1x","W Lwt 1x","","TSS","Tideway Scullers School","Carlton","N","","","","","","","","293","782","538","538","293","782","538","538",
"1026889","118795","W.Lwt.1x","W Lwt 1x","","TUN","Taunton Rowing Club","TUN-HALLETT","N","","","","","","","","0","0","64","64","0","0","64","64",
"1026969","118795","W.Lwt.1x","W Lwt 1x","","CAB","Cantabrigian Rowing Club","CAB-PLUNKETT","N","","","","","","","","51","59","215","215","51","59","215","215",
"1027065","118795","W.Lwt.1x","W Lwt 1x","","TSS","Tideway Scullers School","TSS-POTTER","N","","","","","","","","676","676","312","623","676","676","312","623",
"1027080","118795","W.Lwt.1x","W Lwt 1x","","TSS","Tideway Scullers School","TSS-WAGSTAFF","N","","","","","","","","540","540","11","86","540","540","11","86",
"1027696","118795","W.Lwt.1x","W Lwt 1x","","PET","Peterborough City Rowing Club","PET-PLUMB","N","","","","","","","","0","0","487","487","0","0","487","487",
"1027742","118795","W.Lwt.1x","W Lwt 1x","","BED","Bedford Rowing Club","Bed-Shreeves","N","","","","","","","","0","0","100","100","0","0","100","100",
"1027768","118795","W.Lwt.1x","W Lwt 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-SACRE","N","","","","","","","","65","174","169","169","65","174","169","169",
"1028430","118795","W.Lwt.1x","W Lwt 1x","","STN","Staines Boat Club","STN-COLE","N","","","","","","","","72","192","5","40","72","192","5","40",
"1028777","118795","W.Lwt.1x","W Lwt 1x","","TRC","Thames Rowing Club","TRC-PERRY","N","","","","","","","","299","399","477","477","299","399","477","477",
"1028778","118795","W.Lwt.1x","W Lwt 1x","","TRC","Thames Rowing Club","TRC-STYLES","N","","","","","","","","206","412","221","354","206","412","221","354",
"1029124","118795","W.Lwt.1x","W Lwt 1x","","UES","Essex, University of, Rowing Club","UES-CHARALAMBOUS","N","","S","","","","","","10","40","0","0","10","40","0","0",
"1029146","118795","W.Lwt.1x","W Lwt 1x","","FUL","Fulham Reach Boat Club","FUL-OGGER","N","","","","","","","","114","456","0","0","114","456","0","0",
"1029175","118795","W.Lwt.1x","W Lwt 1x","","UBR","Bristol, University of, Boat Club","UBR-TIJSSEN","N","","","","","","","","232","371","60","69","232","371","60","69",
"1029181","118795","W.Lwt.1x","W Lwt 1x","","WRC","Wallingford Rowing Club","WRC-WILSON","N","","","","","","","","10","76","308","411","10","76","308","411",
"1029185","118795","W.Lwt.1x","W Lwt 1x","","WRC","Wallingford Rowing Club","WRC-LEWIS","N","","","","","","","","0","0","70","112","0","0","70","112",
"1029707","118795","W.Lwt.1x","W Lwt 1x","","PTR","Putney Town Rowing Club","PTR-CARTER","N","","","","","","","","0","0","0","0","0","0","0","0",
"1029756","118795","W.Lwt.1x","W Lwt 1x","","IMP","Imperial College Boat Club","IMP-ROWE","N","","","","","","","","32","86","92","184","32","86","92","184",
"1029758","118795","W.Lwt.1x","W Lwt 1x","","KCL","Kings College London Boat Club","Joanna Brown","N","","","","","","","","101","269","0","0","101","269","0","0",
"1027138","118814","W.MasA.1x","W MasA 1x","","WEY","Weybridge Rowing Club","Ferlez","N","","","","","","","","89","143","101","101","89","143","101","101",
"1027667","118814","W.MasA.1x","W MasA 1x","","BBL","Barnes Bridge Ladies Rowing Club","BBL-KUNERT","N","","","","","","","","232","310","119","136","232","310","119","136",
"1028010","118814","W.MasA.1x","W MasA 1x","","MON","Monmouth Rowing Club","MON-THOMAS","N","","","","","","","","0","0","14","28","0","0","14","28",
"1028067","118814","W.MasA.1x","W MasA 1x","","ABN","Abingdon Rowing Club","ABN-HALL","N","","","","","","","","5","17","27","70","5","17","27","70",
"1029004","118814","W.MasA.1x","W MasA 1x","","YRK","York City Rowing Club","YRK-REZACOVA","N","","","","","","","","51","102","227","227","51","102","227","227",
"1029125","118814","W.MasA.1x","W MasA 1x","","TSS","Tideway Scullers School","TSS-WALTERS","N","","","","","","","","418","669","290","580","418","669","290","580",
"1029190","118814","W.MasA.1x","W MasA 1x","","PTR","Putney Town Rowing Club","PTR-SHEPHERD","N","","","","","","","","240","240","66","66","240","240","66","66",
"1029621","118814","W.MasA.1x","W MasA 1x","","TSS","Tideway Scullers School","TSS-NORGATE","N","","","","","","","","199","228","84","134","199","228","84","134",
"1026910","118815","W.MasB.1x","W MasB 1x","","TRC","Thames Rowing Club","TRC-HARRIS","N","","","","","","","","234","468","167","334","234","468","167","334",
"1027084","118815","W.MasB.1x","W MasB 1x","","BBL","Barnes Bridge Ladies Rowing Club","BBL-BALDWIN","N","","","","","","","","184","491","303","303","184","491","303","303",
"1027244","118815","W.MasB.1x","W MasB 1x","","WLT","Walton Rowing Club","WLT-JACKSON","N","","","","","","","","114","912","294","294","114","912","294","294",
"1027680","118815","W.MasB.1x","W MasB 1x","","TSS","Tideway Scullers School","TSS-EISDELL","N","","","","","","","","19","152","38","102","19","152","38","102",
"1027812","118815","W.MasB.1x","W MasB 1x","","RDG","Reading Rowing Club","RDG-REEMAN","N","","","","","","","","337","337","105","105","337","337","105","105",
"1027930","118815","W.MasB.1x","W MasB 1x","","TKC","Team Keane Sculling School","TKC-KEANE-2","N","","","","","","","","173","173","133","133","173","173","133","133",
"1028206","118815","W.MasB.1x","W MasB 1x","","LEA","Lea Rowing Club","LEA-BENSON-SKAILES","N","","","","","","","","301","301","90","360","301","301","90","360",
"1028416","118815","W.MasB.1x","W MasB 1x","","EXE","Exeter Rowing Club Ltd","EXE-SANDERS","N","","","","","","","","127","1016","223","223","127","1016","223","223",
"1029050","118815","W.MasB.1x","W MasB 1x","","ABN","Abingdon Rowing Club","ABN-ASHTON","N","","","","","","","","1","8","269","269","1","8","269","269",
"1029154","118815","W.MasB.1x","W MasB 1x","","TSS","Tideway Scullers School","TSS-STUTTERS","N","","","","","","","","4","32","0","0","4","32","0","0",
"1029191","118815","W.MasB.1x","W MasB 1x","","PTR","Putney Town Rowing Club","PTR-CARBOO","N","","","","","","","","427","427","145","145","427","427","145","145",
"1029690","118815","W.MasB.1x","W MasB 1x","","CFC","Cardiff City Rowing Club","CFC-MARSHALL","N","","","","","","","","0","0","24","48","0","0","24","48",
"1026673","118816","W.MasC.1x","W MasC 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-RAMSDEN","N","","","","","","","","219","583","416","416","219","583","416","416",
"1027010","118816","W.MasC.1x","W MasC 1x","","ETX","Eton Excelsior Rowing Club","ETX-SIMPSON","N","","","","","","","","40","105","6","23","40","105","6","23",
"1027083","118816","W.MasC.1x","W MasC 1x","","BBL","Barnes Bridge Ladies Rowing Club","BBL-POWELL","N","","","","","","","","142","379","109","146","142","379","109","146",
"1027505","118816","W.MasC.1x","W MasC 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-CASSINI","N","","","","","","","","132","528","13","35","132","528","13","35",
"1027669","118816","W.MasC.1x","W MasC 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-BRASS","N","","","","","","","","168","448","177","177","168","448","177","177",
"1027785","118816","W.MasC.1x","W MasC 1x","","TKC","Team Keane Sculling School","TKC-PONTES DE FREITAS","N","","","","","","","","110","147","6","15","110","147","6","15",
"1027872","118816","W.MasC.1x","W MasC 1x","","STA","Star Club","STA-ARMSTRONG","N","","","","","","","","0","0","252","336","0","0","252","336",
"1028544","118816","W.MasC.1x","W MasC 1x","","WRC","Wallingford Rowing Club","Christy Job","N","","","","","","","","0","0","79","79","0","0","79","79",
"1028762","118816","W.MasC.1x","W MasC 1x","","AKN","Auriol Kensington Rowing Club","AKN-RAFFAELE","N","","","","","","","","180","180","84","112","180","180","84","112",
"1028962","118816","W.MasC.1x","W MasC 1x","","CBR","Bristol, City of, Rowing Club","CBR-FULLMAN","N","","","","","","","","114","912","191","191","114","912","191","191",
"1028996","118816","W.MasC.1x","W MasC 1x","","WLT","Walton Rowing Club","WLT-POOLE","N","","","","","","","","76","203","101","101","76","203","101","101",
"1029510","118816","W.MasC.1x","W MasC 1x","","HSB","HSBC Rowing Club","HSB-NIDAI","N","","","","","","","","0","0","36","58","0","0","36","58",
"1029553","118816","W.MasC.1x","W MasC 1x","","VRC","Vesta Rowing Club","VRC-LALIBERTE","N","","","","","","","","0","0","0","0","0","0","0","0",
"1029726","118816","W.MasC.1x","W MasC 1x","","TSS","Tideway Scullers School","TSS-TALBOTT","N","","","","","","","","25","33","22","88","25","33","22","88",
"1027002","118817","W.MasD.1x","W MasD 1x","","LEA","Lea Rowing Club","LEA-SNAITH","N","","","","","","","","385","385","0","0","385","385","0","0",
"1027250","118817","W.MasD.1x","W MasD 1x","","TWK","Twickenham Rowing Club","TWK-FADLON","N","","","","","","","","23","92","95","95","23","92","95","95",
"1027283","118817","W.MasD.1x","W MasD 1x","","TSS","Tideway Scullers School","TSS-HICKMOTT","N","","","","","","","","0","0","264","264","0","0","264","264",
"1027673","118817","W.MasD.1x","W MasD 1x","","TSS","Tideway Scullers School","TSS-ROBINS","N","","","","","","","","58","155","304","304","58","155","304","304",
"1027675","118817","W.MasD.1x","W MasD 1x","","MAR","Marlow Rowing Club","MAR-RICE","N","","","","","","","","268","429","27","71","268","429","27","71",
"1027695","118817","W.MasD.1x","W MasD 1x","","ABN","Abingdon Rowing Club","ABN-BAKER-2","N","","","","","","","","0","0","111","111","0","0","111","111",
"1028863","118817","W.MasD.1x","W MasD 1x","","ETX","Eton Excelsior Rowing Club","ETX-JOHNSON","N","","","","","","","","0","0","280","280","0","0","280","280",
"1028916","118817","W.MasD.1x","W MasD 1x","","WLT","Walton Rowing Club","WLT-FLOWERDEW","N","","","","","","","","18","72","15","29","18","72","15","29",
"1029005","118817","W.MasD.1x","W MasD 1x","","YRK","York City Rowing Club","YRK-HOMA","N","","","","","","","","150","150","159","159","150","150","159","159",
"1029631","118817","W.MasD.1x","W MasD 1x","","MAR","Marlow Rowing Club","MAR-ALLARD","N","","","","","","","","85","170","9","17","85","170","9","17",
"1026676","118818","W.MasE.1x","W MasE 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-BELL-SYER","N","","","","","","","","164","437","387","387","164","437","387","387",
"1026798","118818","W.MasE.1x","W MasE 1x","","","Thyro Rowing Club","klok","N","","","","","","","","0","0","84","672","0","0","84","672",
"1026884","118818","W.MasE.1x","W MasE 1x","","GLB","Globe Rowing Club","GLB-HILL","N","","","","","","","","5","40","4","14","5","40","4","14",
"1026980","118818","W.MasE.1x","W MasE 1x","","HEN","Henley Rowing Club","HEN-MEHERS","N","","","","","","","","84","168","96","96","84","168","96","96",
"1027023","118818","W.MasE.1x","W MasE 1x","","BEB","Bewl Bridge Rowing Club","BEB-MORRIS","N","","","","","","","","21","168","377","377","21","168","377","377",
"1027259","118818","W.MasE.1x","W MasE 1x","","AKN","Auriol Kensington Rowing Club","AKN-SARGENT","N","","","","","","","","13","18","6","16","13","18","6","16",
"1027263","118818","W.MasE.1x","W MasE 1x","","MAA","Mortlake Anglian & Alpha Boat Club","MAA-DALE","N","","","","","","","","29","232","153","153","29","232","153","153",
"1027313","118818","W.MasE.1x","W MasE 1x","","TSS","Tideway Scullers School","TSS-JARMAN","N","","","","","","","","6","44","43","57","6","44","43","57",
"1027546","118818","W.MasE.1x","W MasE 1x","","CHA","Champion Of The Thames (Cambridge) RC","CHA-MILLS","N","","","","","","","","3","22","139","139","3","22","139","139",
"1027574","118818","W.MasE.1x","W MasE 1x","","TSS","Tideway Scullers School","TSS-FRENCH","N","","","","","","","","0","0","11","28","0","0","11","28",
"1028507","118818","W.MasE.1x","W MasE 1x","","LEA","Lea Rowing Club","LEA-RINGSHAW","N","","","","","","","","50","99","83","83","50","99","83","83",
"1028687","118818","W.MasE.1x","W MasE 1x","","NOR","Norwich Rowing Club","NOR-BARNACLE","N","","","","","","","","26","52","81","81","26","52","81","81",
"1028732","118818","W.MasE.1x","W MasE 1x","","BRX","Broxbourne Rowing Club","BRX-TAYLOR","N","","","","","","","","1","8","7","10","1","8","7","10",
"1029192","118818","W.MasE.1x","W MasE 1x","","PTR","Putney Town Rowing Club","PTR-MORTIMER","N","","","","","","","","248","248","27","27","248","248","27","27",
"1029670","118818","W.MasE.1x","W MasE 1x","","EXE","Exeter Rowing Club Ltd","EXE-WOOD","N","","","","","","","","0","0","32","32","0","0","32","32",
"1027251","118819","W.MasF.1x","W MasF 1x","","TWK","Twickenham Rowing Club","TWK-ALMOND","N","","","","","","","","23","92","68","68","23","92","68","68",
"1028864","118819","W.MasF.1x","W MasF 1x","","ETX","Eton Excelsior Rowing Club","ETX-ARION","N","","","","","","","","0","0","65","65","0","0","65","65",
"1029193","118819","W.MasF.1x","W MasF 1x","","PTR","Putney Town Rowing Club","PTR-STOYEL","N","","","","","","","","199","199","16","16","199","199","16","16",
"1027284","118820","W.MasG.1x","W MasG 1x","","TSS","Tideway Scullers School","TSS-SIXSMITH","N","","","","","","","","0","0","37","42","0","0","37","42",
"1029301","118820","W.MasG.1x","W MasG 1x","","WBK","Walbrook Rowing Club","WBK-EGGEMAN","N","","","","","","","","7","56","8","9","7","56","8","9",
"1027253","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","SPG","St Pauls Girls School Boat Club","SPG-COWAN","N","","","","","","","","422","422","166","166","422","422","166","166",
"1027254","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","SPG","St Pauls Girls School Boat Club","SPG-DOUSE","N","","","","","","","","331","331","113","113","331","331","113","113",
"1027460","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","TSS","Tideway Scullers School","TSS-LAWRENCE","N","","","","","","","","0","0","193","193","0","0","193","193",
"1027816","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","PHS","Putney High School Rowing Club","PHS-BUTTERWORTH","N","","","","","","","","286","286","65","75","286","286","65","75",
"1028166","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","FUL","Fulham Reach Boat Club","FUL-ALLGAIER","N","","","","","","","","0","0","95","152","0","0","95","152",
"1028167","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","FUL","Fulham Reach Boat Club","FUL-THOMSON","N","","","","","","","","0","0","87","232","0","0","87","232",
"1028225","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","PBD","Poplar Blackwall & District Rowing Club","PBD-STEWART","N","","","","","","","","0","0","350","350","0","0","350","350",
"1028776","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","TRC","Thames Rowing Club","TRC-PRICE","N","","","","","","","","34","89","249","249","34","89","249","249",
"1029251","118800","W.Sch/Jun.1x","W Sch/Jun 1x","","ARD","Ardingly Rowing Club","ARD-WARREN","N","","","","","","","","50","400","94","94","50","400","94","94",
